Data,T1,T2,T3,T4,F1,F2,Amostra
26/10/2022 16:44:43321600,37.063600000,28.255200000,25.888400000,25.083200000,12.614795000,0.000000000,acq500
26/10/2022 16:44:44335600,37.136800000,28.230800000,26.034800000,25.083200000,7.986195000,0.000000000,acq500
26/10/2022 16:44:45334000,37.088000000,28.060000000,25.961600000,25.156400000,10.763355000,0.000000000,acq500
26/10/2022 16:44:46394800,37.112400000,27.938000000,25.839600000,25.107600000,11.689075000,0.000000000,acq500
26/10/2022 16:44:47330800,36.966000000,27.938000000,25.888400000,25.107600000,12.614795000,0.000000000,acq500
26/10/2022 16:44:48329200,36.966000000,27.791600000,25.961600000,25.034400000,14.466235000,0.000000000,acq500
26/10/2022 16:44:49390000,36.966000000,27.694000000,25.790800000,25.083200000,15.391955000,0.000000000,acq500
26/10/2022 16:44:55333600,36.478000000,27.132800000,25.986000000,25.034400000,12.614795000,0.000000000,acq500
26/10/2022 16:44:56363200,36.502400000,26.986400000,25.912800000,25.034400000,12.614795000,0.000000000,acq500
26/10/2022 16:45:02416000,36.844000000,26.596000000,26.010400000,25.083200000,11.689075000,0.000000000,acq500
26/10/2022 16:45:08406400,36.722000000,26.303200000,26.034800000,25.156400000,15.391955000,0.000000000,acq500
26/10/2022 16:45:09436000,36.746400000,26.254400000,26.034800000,25.058800000,14.466235000,0.000000000,acq500
26/10/2022 16:45:15410800,36.746400000,26.059200000,26.083600000,25.107600000,12.614795000,0.000000000,acq500
26/10/2022 16:45:16440400,36.746400000,25.986000000,26.010400000,25.058800000,12.614795000,0.000000000,acq500
26/10/2022 16:45:17423200,36.673200000,25.986000000,25.961600000,25.107600000,12.614795000,0.000000000,acq500
26/10/2022 16:45:23413600,36.722000000,25.888400000,26.010400000,25.083200000,16.317675000,0.000000000,acq500
26/10/2022 16:45:24443200,36.746400000,25.888400000,26.083600000,25.083200000,14.466235000,0.000000000,acq500
26/10/2022 16:45:25426000,36.722000000,25.888400000,26.083600000,25.083200000,12.614795000,0.000000000,acq500
26/10/2022 16:45:31432000,36.673200000,25.571200000,26.376400000,25.107600000,20.946275000,52.000000000,acq500
26/10/2022 16:45:32446000,36.648800000,25.620000000,26.571600000,25.083200000,24.649155000,53.000000000,acq500
26/10/2022 16:45:43444000,36.307200000,25.937200000,28.157600000,24.814800000,53.346475000,384.000000000,acq500
26/10/2022 16:45:49450000,36.087600000,26.644800000,28.474800000,24.961200000,75.563755000,510.000000000,acq500
26/10/2022 16:45:50464000,35.965600000,26.620400000,28.401600000,24.961200000,81.118075000,531.000000000,acq500
26/10/2022 16:46:01462000,36.136400000,26.937600000,28.328400000,24.936800000,118.146875000,835.000000000,acq500
26/10/2022 16:46:07468000,36.795200000,27.474400000,28.596800000,24.985600000,134.809835000,909.000000000,acq500
26/10/2022 16:46:08482000,36.966000000,27.718400000,28.694400000,24.936800000,138.512715000,926.000000000,acq500
26/10/2022 16:46:19480000,37.258800000,28.938400000,29.182400000,24.522000000,168.135755000,992.000000000,acq500
26/10/2022 16:46:25486000,37.478400000,29.328800000,29.304400000,24.473200000,180.170115000,1017.000000000,acq500
26/10/2022 16:46:26500000,37.380800000,29.231200000,29.450800000,24.473200000,184.798715000,1014.000000000,acq500
26/10/2022 16:46:37498000,37.380800000,29.938800000,29.450800000,24.473200000,191.278755000,1044.000000000,acq500
26/10/2022 16:46:43504000,37.429600000,29.792400000,29.450800000,24.448800000,198.684515000,1054.000000000,acq500
26/10/2022 16:46:44518000,37.478400000,29.841200000,29.426400000,24.497600000,200.535955000,1054.000000000,acq500
26/10/2022 16:46:55516000,37.502800000,29.816800000,29.548400000,24.473200000,215.347475000,1062.000000000,acq500
26/10/2022 16:47:01522000,37.478400000,29.914400000,29.548400000,24.448800000,218.124635000,1072.000000000,acq500
26/10/2022 16:47:02536000,37.478400000,29.841200000,29.621600000,24.448800000,217.198915000,1072.000000000,acq500
26/10/2022 16:47:13534000,37.600400000,29.890000000,29.768000000,24.375600000,224.604675000,1074.000000000,acq500
26/10/2022 16:47:19540000,37.576000000,29.841200000,29.768000000,24.326800000,226.456115000,1078.000000000,acq500
26/10/2022 16:47:20554000,37.600400000,29.890000000,29.768000000,24.278000000,228.307555000,1076.000000000,acq500
26/10/2022 16:47:31552000,37.673600000,29.914400000,29.865600000,24.326800000,236.639035000,1081.000000000,acq500
26/10/2022 16:47:37558000,37.746800000,29.743600000,29.987600000,24.326800000,238.490475000,1076.000000000,acq500
26/10/2022 16:47:38572000,37.673600000,30.012000000,29.890000000,24.229200000,241.267635000,1078.000000000,acq500
26/10/2022 16:47:49570000,37.795600000,30.012000000,30.109600000,24.278000000,243.119075000,1074.000000000,acq500
26/10/2022 16:47:55576000,37.673600000,29.597200000,30.060800000,24.253600000,242.193355000,1074.000000000,acq500
26/10/2022 16:47:56590000,37.698000000,29.597200000,30.036400000,24.253600000,242.193355000,1071.000000000,acq500
26/10/2022 16:48:07619200,37.746800000,29.743600000,30.060800000,24.326800000,244.970515000,1059.000000000,acq500
26/10/2022 16:48:13625200,37.722400000,29.621600000,30.134000000,24.326800000,244.970515000,1042.000000000,acq500
26/10/2022 16:48:14639200,37.746800000,29.670400000,30.158400000,24.326800000,246.821955000,1046.000000000,acq500
26/10/2022 16:48:25637200,37.722400000,29.890000000,30.134000000,24.326800000,247.747675000,1029.000000000,acq500
26/10/2022 16:48:31643200,37.698000000,29.841200000,30.353600000,24.253600000,250.524835000,1008.000000000,acq500
26/10/2022 16:48:32657200,37.746800000,29.841200000,30.353600000,24.253600000,245.896235000,1006.000000000,acq500
26/10/2022 16:48:43655200,37.722400000,30.134000000,30.475600000,24.253600000,252.376275000,957.000000000,acq500
26/10/2022 16:48:49661200,37.795600000,29.963200000,30.622000000,24.278000000,250.524835000,887.000000000,acq500
26/10/2022 16:48:50690800,37.746800000,29.963200000,30.719600000,24.253600000,247.747675000,878.000000000,acq500
26/10/2022 16:49:01673200,37.795600000,30.426800000,31.451600000,24.253600000,252.376275000,630.000000000,acq500
26/10/2022 16:49:07679200,37.698000000,30.646400000,32.354400000,24.253600000,246.821955000,464.000000000,acq500
26/10/2022 16:49:08708800,37.673600000,30.841600000,32.574000000,24.156000000,251.450555000,412.000000000,acq500
26/10/2022 16:49:19691200,37.698000000,34.111200000,33.062000000,24.278000000,250.524835000,0.000000000,acq500
26/10/2022 16:49:25697200,37.698000000,36.087600000,32.940000000,24.204800000,252.376275000,0.000000000,acq500
26/10/2022 16:49:26726800,37.698000000,36.331600000,32.964400000,24.253600000,254.227715000,0.000000000,acq500
26/10/2022 16:49:37709200,37.698000000,37.502800000,32.940000000,24.253600000,249.599115000,0.000000000,acq500
26/10/2022 16:49:43715200,37.600400000,37.673600000,32.866800000,24.253600000,252.376275000,0.000000000,acq500
26/10/2022 16:49:44744800,37.673600000,37.722400000,32.720400000,24.253600000,252.376275000,0.000000000,acq500
26/10/2022 16:49:55727200,37.722400000,37.868800000,32.574000000,24.253600000,250.524835000,0.000000000,acq500
26/10/2022 16:50:01733200,37.722400000,37.893200000,32.525200000,24.204800000,245.896235000,0.000000000,acq500
26/10/2022 16:50:02762800,37.673600000,37.844400000,32.525200000,24.253600000,247.747675000,0.000000000,acq500
26/10/2022 16:50:13760800,37.746800000,38.015200000,32.330000000,24.204800000,243.119075000,0.000000000,acq500
26/10/2022 16:50:19766800,37.746800000,38.015200000,35.331200000,24.229200000,244.970515000,27.000000000,acq500
26/10/2022 16:50:20780800,37.795600000,38.039600000,35.477600000,24.229200000,246.821955000,10.000000000,acq500
26/10/2022 16:50:31778800,37.893200000,35.624000000,36.648800000,23.936400000,241.267635000,451.000000000,acq500
26/10/2022 16:50:37784800,37.746800000,32.622800000,34.745600000,24.107200000,240.341915000,550.000000000,acq500
26/10/2022 16:50:38798800,37.844400000,32.305600000,34.452800000,24.253600000,240.341915000,598.000000000,acq500
26/10/2022 16:50:49796800,37.722400000,30.134000000,31.939600000,24.107200000,235.713315000,843.000000000,acq500
26/10/2022 16:50:55802800,37.795600000,30.036400000,31.158800000,24.107200000,228.307555000,932.000000000,acq500
26/10/2022 16:50:56816800,37.746800000,29.816800000,31.061200000,24.107200000,228.307555000,939.000000000,acq500
26/10/2022 16:51:07814800,37.844400000,29.963200000,30.475600000,23.790000000,224.604675000,998.000000000,acq500
26/10/2022 16:51:13820800,37.844400000,29.914400000,30.060800000,23.668000000,221.827515000,1016.000000000,acq500
26/10/2022 16:51:14834800,37.746800000,30.036400000,30.109600000,23.790000000,221.827515000,1018.000000000,acq500
26/10/2022 16:51:25832800,37.746800000,29.743600000,29.670400000,23.741200000,209.793155000,1039.000000000,acq500
26/10/2022 16:51:31838800,37.746800000,29.792400000,29.548400000,23.668000000,206.090275000,1049.000000000,acq500
26/10/2022 16:51:32852800,37.893200000,29.743600000,29.524000000,23.668000000,206.090275000,1051.000000000,acq500
26/10/2022 16:51:43850800,37.844400000,29.597200000,29.280000000,23.692400000,191.278755000,1062.000000000,acq500
26/10/2022 16:51:49856800,37.746800000,29.719200000,29.206800000,23.790000000,184.798715000,1068.000000000,acq500
26/10/2022 16:51:50870800,37.844400000,29.694800000,29.206800000,23.692400000,182.021555000,1068.000000000,acq500
26/10/2022 16:51:56861200,37.844400000,29.597200000,29.036000000,23.692400000,178.318675000,1069.000000000,acq500
26/10/2022 16:51:57937600,37.844400000,29.572800000,29.060400000,23.692400000,178.318675000,1071.000000000,acq500
26/10/2022 16:51:58873600,37.844400000,29.670400000,29.036000000,23.668000000,178.318675000,1072.000000000,acq500
26/10/2022 16:51:59872000,37.844400000,29.670400000,28.962800000,23.668000000,177.392955000,1077.000000000,acq500
26/10/2022 16:52:00932800,37.746800000,29.572800000,28.962800000,23.790000000,178.318675000,1079.000000000,acq500
26/10/2022 16:52:01868800,37.795600000,29.499600000,29.036000000,23.790000000,176.467235000,1079.000000000,acq500
26/10/2022 16:52:02867200,37.746800000,29.597200000,28.987200000,23.692400000,176.467235000,1079.000000000,acq500
26/10/2022 16:52:03881200,37.722400000,29.548400000,28.987200000,23.790000000,177.392955000,1076.000000000,acq500
26/10/2022 16:52:04879600,37.844400000,29.255600000,28.987200000,23.814400000,177.392955000,1074.000000000,acq500
26/10/2022 16:52:05878000,37.795600000,29.353200000,28.962800000,23.765600000,178.318675000,1076.000000000,acq500
26/10/2022 16:52:06876400,37.722400000,29.353200000,28.987200000,23.765600000,178.318675000,1074.000000000,acq500
26/10/2022 16:52:07874800,37.698000000,29.255600000,28.962800000,23.692400000,177.392955000,1072.000000000,acq500
26/10/2022 16:52:08873200,37.795600000,29.206800000,28.914000000,23.790000000,177.392955000,1069.000000000,acq500
26/10/2022 16:52:09871600,37.795600000,29.304400000,28.914000000,23.692400000,176.467235000,1069.000000000,acq500
26/10/2022 16:52:10870000,37.795600000,29.499600000,28.865200000,23.643600000,176.467235000,1068.000000000,acq500
26/10/2022 16:52:11868400,37.844400000,29.475200000,28.962800000,23.790000000,175.541515000,1069.000000000,acq500
26/10/2022 16:52:12882400,37.795600000,29.377600000,28.914000000,23.741200000,175.541515000,1071.000000000,acq500
26/10/2022 16:52:13880800,37.795600000,29.377600000,28.865200000,23.741200000,177.392955000,1074.000000000,acq500
26/10/2022 16:52:14879200,37.844400000,29.353200000,28.914000000,23.765600000,175.541515000,1073.000000000,acq500
26/10/2022 16:52:15877600,37.844400000,29.499600000,28.865200000,23.619200000,177.392955000,1077.000000000,acq500
26/10/2022 16:52:16876000,37.844400000,29.548400000,28.865200000,23.668000000,178.318675000,1073.000000000,acq500
26/10/2022 16:52:17874400,37.844400000,29.548400000,28.914000000,23.692400000,177.392955000,1076.000000000,acq500
26/10/2022 16:52:18872800,37.844400000,29.377600000,28.865200000,23.668000000,177.392955000,1076.000000000,acq500
26/10/2022 16:52:19871200,37.722400000,29.255600000,28.865200000,23.668000000,176.467235000,1081.000000000,acq500
26/10/2022 16:52:20869600,37.746800000,29.255600000,28.840800000,23.692400000,175.541515000,1084.000000000,acq500
26/10/2022 16:52:21883600,37.820000000,29.353200000,28.816400000,23.790000000,175.541515000,1086.000000000,acq500
26/10/2022 16:52:22882000,37.746800000,29.377600000,28.840800000,23.765600000,175.541515000,1086.000000000,acq500
26/10/2022 16:52:23880400,37.795600000,29.255600000,28.840800000,23.765600000,176.467235000,1082.000000000,acq500
26/10/2022 16:52:24878800,37.722400000,29.328800000,28.840800000,23.692400000,178.318675000,1079.000000000,acq500
26/10/2022 16:52:25877200,37.722400000,29.475200000,28.914000000,23.692400000,176.467235000,1082.000000000,acq500
26/10/2022 16:52:26875600,37.746800000,29.353200000,28.840800000,23.692400000,177.392955000,1083.000000000,acq500
26/10/2022 16:52:27874000,37.795600000,29.353200000,28.914000000,23.765600000,177.392955000,1084.000000000,acq500
26/10/2022 16:52:28872400,37.746800000,29.377600000,28.865200000,23.765600000,175.541515000,1086.000000000,acq500
26/10/2022 16:52:29870800,37.746800000,29.377600000,28.865200000,23.692400000,178.318675000,1086.000000000,acq500
26/10/2022 16:52:30869200,37.746800000,29.255600000,28.865200000,23.692400000,177.392955000,1087.000000000,acq500
26/10/2022 16:52:31883200,37.746800000,29.353200000,28.840800000,23.692400000,178.318675000,1086.000000000,acq500
26/10/2022 16:52:32881600,37.746800000,29.353200000,28.914000000,23.692400000,173.690075000,1082.000000000,acq500
26/10/2022 16:52:33880000,37.722400000,29.353200000,28.914000000,23.692400000,175.541515000,1081.000000000,acq500
26/10/2022 16:52:34878400,37.746800000,29.353200000,28.914000000,23.692400000,176.467235000,1081.000000000,acq500
26/10/2022 16:52:35876800,37.722400000,29.548400000,28.865200000,23.692400000,173.690075000,1083.000000000,acq500
26/10/2022 16:52:36875200,37.795600000,29.548400000,28.914000000,23.668000000,173.690075000,1083.000000000,acq500
26/10/2022 16:52:37873600,37.746800000,29.353200000,28.865200000,23.765600000,173.690075000,1083.000000000,acq500
26/10/2022 16:52:38872000,37.746800000,29.353200000,28.914000000,23.668000000,177.392955000,1082.000000000,acq500
26/10/2022 16:52:39870400,37.746800000,29.377600000,28.865200000,23.692400000,178.318675000,1081.000000000,acq500
26/10/2022 16:52:40868800,37.746800000,29.353200000,28.840800000,23.668000000,177.392955000,1084.000000000,acq500
26/10/2022 16:52:41882800,37.820000000,29.353200000,28.840800000,23.765600000,178.318675000,1083.000000000,acq500
26/10/2022 16:52:42881200,37.722400000,29.353200000,28.840800000,23.692400000,178.318675000,1084.000000000,acq500
26/10/2022 16:52:43879600,37.795600000,29.353200000,28.840800000,23.692400000,176.467235000,1084.000000000,acq500
26/10/2022 16:52:44878000,37.795600000,29.353200000,28.840800000,23.692400000,177.392955000,1086.000000000,acq500
26/10/2022 16:52:45876400,37.795600000,29.377600000,28.743200000,23.790000000,178.318675000,1087.000000000,acq500
26/10/2022 16:52:46874800,37.722400000,29.353200000,28.816400000,23.790000000,177.392955000,1084.000000000,acq500
26/10/2022 16:52:47873200,37.722400000,29.255600000,28.840800000,23.765600000,177.392955000,1083.000000000,acq500
26/10/2022 16:52:48871600,37.795600000,29.353200000,28.816400000,23.692400000,176.467235000,1086.000000000,acq500
26/10/2022 16:52:49870000,37.746800000,29.328800000,28.816400000,23.692400000,178.318675000,1086.000000000,acq500
26/10/2022 16:52:50884000,37.746800000,29.182400000,28.914000000,23.668000000,177.392955000,1086.000000000,acq500
26/10/2022 16:52:51882400,37.795600000,29.084800000,28.816400000,23.692400000,177.392955000,1086.000000000,acq500
26/10/2022 16:52:52880800,37.746800000,29.182400000,28.840800000,23.668000000,178.318675000,1083.000000000,acq500
26/10/2022 16:52:53879200,37.722400000,29.182400000,28.816400000,23.668000000,178.318675000,1084.000000000,acq500
26/10/2022 16:52:54877600,37.746800000,29.231200000,28.840800000,23.692400000,178.318675000,1083.000000000,acq500
26/10/2022 16:52:55876000,37.722400000,29.133600000,28.840800000,23.668000000,178.318675000,1082.000000000,acq500
26/10/2022 16:52:56874400,37.746800000,29.255600000,28.816400000,23.668000000,178.318675000,1084.000000000,acq500
26/10/2022 16:52:57872800,37.795600000,29.328800000,28.792000000,23.692400000,177.392955000,1086.000000000,acq500
26/10/2022 16:52:58871200,37.722400000,29.353200000,28.914000000,23.668000000,177.392955000,1084.000000000,acq500
26/10/2022 16:52:59869600,37.722400000,29.377600000,28.816400000,23.765600000,178.318675000,1082.000000000,acq500
26/10/2022 16:53:00883600,37.722400000,29.377600000,28.792000000,23.668000000,175.541515000,1084.000000000,acq500
26/10/2022 16:53:01882000,37.722400000,29.377600000,28.792000000,23.643600000,172.764355000,1084.000000000,acq500
26/10/2022 16:53:02880400,37.746800000,29.353200000,28.840800000,23.692400000,171.838635000,1086.000000000,acq500
26/10/2022 16:53:03878800,37.746800000,29.353200000,28.694400000,23.692400000,176.467235000,1087.000000000,acq500
26/10/2022 16:53:04877200,37.746800000,29.377600000,28.816400000,23.668000000,175.541515000,1086.000000000,acq500
26/10/2022 16:53:05875600,37.746800000,29.255600000,28.840800000,23.692400000,176.467235000,1087.000000000,acq500
26/10/2022 16:53:06874000,37.722400000,29.353200000,28.914000000,23.619200000,178.318675000,1086.000000000,acq500
26/10/2022 16:53:07888000,37.722400000,29.377600000,28.816400000,23.643600000,180.170115000,1084.000000000,acq500
26/10/2022 16:53:08886400,37.698000000,29.353200000,28.816400000,23.692400000,181.095835000,1088.000000000,acq500
26/10/2022 16:53:09884800,37.746800000,29.377600000,28.816400000,23.619200000,181.095835000,1089.000000000,acq500
26/10/2022 16:53:10883200,37.746800000,29.231200000,28.816400000,23.668000000,177.392955000,1087.000000000,acq500
26/10/2022 16:53:11881600,37.844400000,29.377600000,28.816400000,23.790000000,176.467235000,1087.000000000,acq500
26/10/2022 16:53:12880000,37.893200000,29.353200000,28.816400000,23.668000000,177.392955000,1088.000000000,acq500
26/10/2022 16:53:13878400,37.795600000,29.353200000,28.816400000,23.790000000,173.690075000,1089.000000000,acq500
26/10/2022 16:53:14876800,37.746800000,29.182400000,28.792000000,23.765600000,175.541515000,1084.000000000,acq500
26/10/2022 16:53:15875200,37.893200000,29.255600000,28.840800000,23.692400000,175.541515000,1083.000000000,acq500
26/10/2022 16:53:16873600,37.820000000,29.133600000,28.816400000,23.668000000,171.838635000,1087.000000000,acq500
26/10/2022 16:53:17872000,37.893200000,29.084800000,28.816400000,23.692400000,176.467235000,1088.000000000,acq500
26/10/2022 16:53:18870400,37.844400000,29.231200000,28.816400000,23.692400000,175.541515000,1086.000000000,acq500
26/10/2022 16:53:19884400,37.795600000,29.353200000,28.816400000,23.668000000,175.541515000,1087.000000000,acq500
26/10/2022 16:53:20882800,37.795600000,29.377600000,28.792000000,23.790000000,175.541515000,1088.000000000,acq500
26/10/2022 16:53:21881200,37.746800000,29.377600000,28.792000000,23.692400000,176.467235000,1091.000000000,acq500
26/10/2022 16:53:22879600,37.746800000,29.328800000,28.816400000,23.668000000,176.467235000,1089.000000000,acq500
26/10/2022 16:53:23878000,37.795600000,29.255600000,28.816400000,23.692400000,176.467235000,1088.000000000,acq500
26/10/2022 16:53:24876400,37.795600000,29.206800000,28.792000000,23.692400000,175.541515000,1089.000000000,acq500
26/10/2022 16:53:25874800,37.746800000,29.133600000,28.694400000,23.741200000,176.467235000,1088.000000000,acq500
26/10/2022 16:53:26935600,37.698000000,29.182400000,28.694400000,23.692400000,176.467235000,1091.000000000,acq500
26/10/2022 16:53:27887200,37.698000000,29.133600000,28.816400000,23.668000000,178.318675000,1093.000000000,acq500
26/10/2022 16:53:28885600,37.624800000,29.377600000,28.816400000,23.668000000,177.392955000,1088.000000000,acq500
26/10/2022 16:53:29884000,37.795600000,29.084800000,28.816400000,23.765600000,176.467235000,1089.000000000,acq500
26/10/2022 16:53:30882400,37.746800000,29.182400000,28.865200000,23.765600000,175.541515000,1088.000000000,acq500
26/10/2022 16:53:31943200,37.722400000,28.987200000,28.816400000,23.814400000,173.690075000,1087.000000000,acq500
26/10/2022 16:53:32941600,37.673600000,29.084800000,28.816400000,23.643600000,170.912915000,1089.000000000,acq500
26/10/2022 16:53:33877600,37.698000000,29.109200000,28.792000000,23.790000000,173.690075000,1088.000000000,acq500
26/10/2022 16:53:34876000,37.746800000,29.328800000,28.792000000,23.814400000,175.541515000,1087.000000000,acq500
26/10/2022 16:53:35874400,37.722400000,29.182400000,28.816400000,23.790000000,175.541515000,1087.000000000,acq500
26/10/2022 16:53:36872800,37.722400000,29.133600000,28.840800000,23.692400000,173.690075000,1087.000000000,acq500
26/10/2022 16:53:37886800,37.673600000,29.182400000,28.816400000,23.692400000,176.467235000,1089.000000000,acq500
26/10/2022 16:53:38885200,37.698000000,29.133600000,28.816400000,23.790000000,177.392955000,1092.000000000,acq500
26/10/2022 16:53:39883600,37.722400000,29.255600000,28.840800000,23.692400000,172.764355000,1091.000000000,acq500
26/10/2022 16:53:40882000,37.673600000,29.377600000,28.840800000,23.668000000,175.541515000,1091.000000000,acq500
26/10/2022 16:53:41880400,37.722400000,29.475200000,28.816400000,23.790000000,173.690075000,1091.000000000,acq500
26/10/2022 16:53:42878800,37.698000000,29.377600000,28.792000000,23.692400000,173.690075000,1093.000000000,acq500
26/10/2022 16:53:43877200,37.722400000,29.206800000,28.816400000,23.765600000,176.467235000,1091.000000000,acq500
26/10/2022 16:53:44875600,37.698000000,29.231200000,28.816400000,23.790000000,175.541515000,1087.000000000,acq500
26/10/2022 16:53:45874000,37.600400000,29.182400000,28.694400000,23.790000000,177.392955000,1086.000000000,acq500
26/10/2022 16:53:46872400,37.698000000,29.060400000,28.816400000,23.765600000,176.467235000,1086.000000000,acq500
26/10/2022 16:53:47870800,37.698000000,29.206800000,28.816400000,23.692400000,176.467235000,1084.000000000,acq500
26/10/2022 16:53:48869200,37.673600000,29.377600000,28.816400000,23.692400000,175.541515000,1084.000000000,acq500
26/10/2022 16:53:49883200,37.698000000,29.377600000,28.816400000,23.765600000,173.690075000,1083.000000000,acq500
26/10/2022 16:53:50866000,37.722400000,29.084800000,28.694400000,23.814400000,173.690075000,1083.000000000,acq500
26/10/2022 16:53:51880000,37.698000000,29.133600000,28.694400000,23.765600000,173.690075000,1086.000000000,acq500
26/10/2022 16:53:53174800,37.698000000,29.206800000,28.816400000,23.790000000,173.690075000,1084.000000000,acq500
26/10/2022 16:53:53876800,37.746800000,29.206800000,28.816400000,23.790000000,175.541515000,1087.000000000,acq500
26/10/2022 16:53:54890800,37.746800000,29.182400000,28.816400000,23.790000000,175.541515000,1091.000000000,acq500
26/10/2022 16:53:55889200,37.673600000,29.206800000,28.840800000,23.765600000,176.467235000,1092.000000000,acq500
26/10/2022 16:53:56903200,37.698000000,29.182400000,28.792000000,23.790000000,175.541515000,1092.000000000,acq500
26/10/2022 16:53:57906600,37.673600000,29.084800000,28.816400000,23.692400000,172.764355000,1093.000000000,acq500
26/10/2022 16:53:58951800,37.746800000,29.011600000,28.816400000,23.668000000,175.541515000,1091.000000000,acq500
26/10/2022 16:53:59939400,37.698000000,29.206800000,28.816400000,23.692400000,173.690075000,1087.000000000,acq500
26/10/2022 16:54:00895400,37.698000000,29.206800000,28.816400000,23.790000000,173.690075000,1089.000000000,acq500
26/10/2022 16:54:01879400,37.722400000,29.206800000,28.816400000,23.790000000,176.467235000,1088.000000000,acq500
26/10/2022 16:54:02893400,37.722400000,29.206800000,28.816400000,23.790000000,176.467235000,1084.000000000,acq500
26/10/2022 16:54:03928400,37.722400000,29.255600000,28.792000000,23.790000000,173.690075000,1087.000000000,acq500
26/10/2022 16:54:04925400,37.746800000,29.377600000,28.816400000,23.765600000,177.392955000,1088.000000000,acq500
26/10/2022 16:54:06212600,37.746800000,29.255600000,28.816400000,23.765600000,175.541515000,1089.000000000,acq500
26/10/2022 16:54:06908800,37.722400000,29.255600000,28.816400000,23.790000000,177.392955000,1092.000000000,acq500
26/10/2022 16:54:08499800,37.673600000,29.206800000,28.816400000,23.790000000,177.392955000,1091.000000000,acq500
26/10/2022 16:54:08904800,37.722400000,29.255600000,28.816400000,23.790000000,176.467235000,1091.000000000,acq500
26/10/2022 16:54:09905800,37.722400000,29.353200000,28.816400000,23.790000000,175.541515000,1092.000000000,acq500
26/10/2022 16:54:12405800,37.722400000,29.084800000,28.816400000,23.790000000,176.467235000,1088.000000000,acq500
26/10/2022 16:54:13207800,37.795600000,29.011600000,28.816400000,23.790000000,175.541515000,1084.000000000,acq500
26/10/2022 16:54:14405000,37.722400000,29.011600000,28.816400000,23.692400000,173.690075000,1084.000000000,acq500
26/10/2022 16:54:15952400,37.746800000,29.255600000,28.816400000,23.790000000,171.838635000,1088.000000000,acq500
26/10/2022 16:54:17885400,37.722400000,29.133600000,28.840800000,23.741200000,175.541515000,1091.000000000,acq500
26/10/2022 16:54:19026400,37.722400000,29.255600000,28.792000000,23.692400000,175.541515000,1092.000000000,acq500
26/10/2022 16:54:20273400,37.722400000,29.353200000,28.816400000,23.692400000,176.467235000,1092.000000000,acq500
26/10/2022 16:54:21174400,37.746800000,29.206800000,28.816400000,23.765600000,175.541515000,1092.000000000,acq500
26/10/2022 16:54:22011400,37.746800000,29.255600000,28.816400000,23.790000000,176.467235000,1091.000000000,acq500
26/10/2022 16:54:23022400,37.746800000,29.206800000,28.816400000,23.790000000,178.318675000,1089.000000000,acq500
26/10/2022 16:54:24043400,37.746800000,29.255600000,28.816400000,23.790000000,176.467235000,1089.000000000,acq500
26/10/2022 16:54:25099400,37.722400000,29.231200000,28.840800000,23.790000000,173.690075000,1089.000000000,acq500
26/10/2022 16:54:25986400,37.746800000,29.231200000,28.840800000,23.790000000,172.764355000,1091.000000000,acq500
26/10/2022 16:54:27388400,37.722400000,29.255600000,28.816400000,23.741200000,175.541515000,1089.000000000,acq500
26/10/2022 16:54:28116400,37.746800000,29.353200000,28.816400000,23.692400000,173.690075000,1088.000000000,acq500
26/10/2022 16:54:28982400,37.722400000,29.499600000,28.816400000,23.692400000,173.690075000,1089.000000000,acq500
26/10/2022 16:54:30068000,37.746800000,29.304400000,28.816400000,23.692400000,175.541515000,1086.000000000,acq500
26/10/2022 16:54:31387200,37.722400000,29.206800000,28.816400000,23.765600000,176.467235000,1086.000000000,acq500
26/10/2022 16:54:32009200,37.698000000,29.255600000,28.816400000,23.790000000,175.541515000,1086.000000000,acq500
26/10/2022 16:54:32984200,37.673600000,29.255600000,28.792000000,23.814400000,172.764355000,1089.000000000,acq500
26/10/2022 16:54:34057200,37.746800000,29.255600000,28.816400000,23.741200000,176.467235000,1091.000000000,acq500
26/10/2022 16:54:35000200,37.746800000,29.353200000,28.743200000,23.790000000,177.392955000,1089.000000000,acq500
26/10/2022 16:54:35985200,37.673600000,29.353200000,28.816400000,23.790000000,178.318675000,1089.000000000,acq500
26/10/2022 16:54:36969200,37.722400000,29.206800000,28.816400000,23.692400000,178.318675000,1089.000000000,acq500
26/10/2022 16:54:37967600,37.722400000,29.182400000,28.792000000,23.790000000,173.690075000,1087.000000000,acq500
26/10/2022 16:54:38981600,37.624800000,29.133600000,28.792000000,23.692400000,175.541515000,1089.000000000,acq500
26/10/2022 16:54:39964400,37.551600000,29.182400000,28.816400000,23.790000000,173.690075000,1087.000000000,acq500
26/10/2022 16:54:40978400,37.600400000,29.377600000,28.840800000,23.790000000,173.690075000,1087.000000000,acq500
26/10/2022 16:54:41976800,37.576000000,29.499600000,28.816400000,23.790000000,175.541515000,1087.000000000,acq500
26/10/2022 16:54:42975200,37.698000000,29.255600000,28.816400000,23.765600000,173.690075000,1088.000000000,acq500
26/10/2022 16:54:43973600,37.673600000,29.255600000,28.816400000,23.692400000,175.541515000,1087.000000000,acq500
26/10/2022 16:54:44972000,37.576000000,29.255600000,28.816400000,23.692400000,173.690075000,1088.000000000,acq500
26/10/2022 16:54:45970400,37.600400000,29.304400000,28.816400000,23.790000000,175.541515000,1088.000000000,acq500
